"ID","AMPI__GEOGRAPHIC_AREA__R.ID","AMPI__GEOGRAPHIC_AREA__R.AMPI__TYPE__C","AMPI__PROJECT__R.NAME","AMPI__PROJECT__R.ID","AMPI__PROJECT__R.PROGRAMME_LOCATION__C"
"a0Y1i00000OfbmQEAR","a0I1i000004MM9cEAG","Country","Madagascar ER 2021","a0i1i000006HYbgAAG",""
"a0Y1i00000PsKgsEAF","a0I1i000004MM96EAG","Country","Digital Coaching & Mentorship: Ghana","a0i1i000006XtncAAC",""
"a0Y1i00000PsKgxEAF","a0I1i000004MM9tEAG","Country","Digital Coaching & Mentorship: Nigeria","a0i1i000006XtnhAAC",""
"a0Y1i00000PsKh2EAF","a0I1i000004MM9dEAG","Country","Digital Coaching & Mentorship: Malawi","a0i1i000006XtnmAAC",""
"a0Y1i00000Ofc16EAB","a0I1i000004MM8zEAG","Country","Complex Crisis in Ethiopia - DERF","a0i1i000006HYihAAG",""
"a0Y1i00000Ofc3gEAB","a0I1i000004MMAEEA4","Country","Promotion and Strengthening Systems for Safer Childbirth in Somalia","a0i1i000006HYjGAAW",""
"a0Y1i00000Ofc3lEAB","a0I1i000004MMAEEA4","Country","Integrated Drought Emergency Food Assistance Interventions in Somalia","a0i1i000006HYjVAAW",""
"a0Y1i00000Ofc3vEAB","a0I1i000004MMAEEA4","Country","WFP 2022 Nutrition Project","a0i1i000006HYjaAAG",""
"a0Y1i00000Ofc45EAB","a0I1i000004MM8zEAG","Country","Emergency Initiative in support of vulnerable and returning migrants in Ethiopia","a0i1i000006HYjfAAG",""
"a0Y1i00000Ofc4AEAR","a0I1i000004MMAIEA4","Country","Programme to strengthen the resilience of South Sudanese refugees","a0i1i000006HYjpAAG",""
"a0Y1i00000Ofc6pEAB","a0I1i000004MM9cEAG","Country","MITYMA : Soutenir l'émergence des populations vulnérables du sud de Madagascar","a0i1i000006HYkEAAW",""
"a0Y1i00000Ofc6zEAB","a0I1i000004MMAEEA4","Country","Strengthening Opportunities for Vulnerable Fishing Communities in Mogadishu","a0i1i000006HYkJAAW",""
"a0Y1i00000Ofc9eEAB","a0I1i000004MM9XEAW","Country","Youth development project in Leribe, Lesotho","a0i1i000006HYl2AAG",""
"a0Y1i00000Ofc9tEAB","a0I1i000004MM94EAG","Country","Strengthened families and empowered youth for social and economic development","a0i1i000006HYlCAAW",""
"a0Y1i00000OfewfEAB","a0I1i000004MM8lEAG","Country","Conectando caminos: NNA migrantes y su derecho a crecer en flia","a0i1i000006HaASAA0",""
"a0Y1i00000OfewkEAB","a0I1i000007VW2IEAW","Programme Unit","Conectando caminos: NNA migrantes y su derecho a crecer en flia","a0i1i000006HaASAA0",""
"a0Y1i00000OfewpEAB","a0I1i000004MM8lEAG","Country","Respuesta humanitaria a la población migrante procedente de Venezuela en tránsit","a0i1i000006HaAXAA0",""
"a0Y1i00000OfewuEAB","a0I1i000007VW2IEAW","Programme Unit","Respuesta humanitaria a la población migrante procedente de Venezuela en tránsit","a0i1i000006HaAXAA0",""
"a0Y1i00000OfezAEAR","a0I1i000004MOW5EAO","Programme Unit","Crezco en Familia y Comunidad, con amor, respeto y seguridad","a0i1i000006HZLPAA4",""
"a0Y1i00000OfezKEAR","a0I1i000004MOQJEA4","Programme Unit","FS Maradi, Phase III","a0i1i000006HZw6AAG",""
"a0Y1i00000OfcKrEAJ","a0I1i000004MM8jEAG","Country","Rutas  Patrimoniales","a0i1i000006HYmeAAG",""
"a0Y1i00000OfcKwEAJ","a0I1i000004MOAmEAO","Programme Unit","Rutas  Patrimoniales","a0i1i000006HYmeAAG",""
"a0Y1i00000OfcL1EAJ","a0I1i000004MM8jEAG","Country","PINTA TU ALDEA: LA PINTURA COMO FORMA DE EXPRESIÓN Y REPARACIÓN DE NNA EN RESIDE","a0i1i000006HYmjAAG",""
"a0Y1i00000OfcL6EAJ","a0I1i000004MOBGEA4","Programme Unit","PINTA TU ALDEA: LA PINTURA COMO FORMA DE EXPRESIÓN Y REPARACIÓN DE NNA EN RESIDE","a0i1i000006HYmjAAG",""
"a0Y1i00000OfcLLEAZ","a0I1i000004MOBLEA4","Programme Unit","PINTA TU ALDEA: LA PINTURA COMO FORMA DE EXPRESIÓN Y REPARACIÓN DE NNA EN RESIDE","a0i1i000006HYmjAAG",""
"a0Y1i00000OffD9EAJ","a0I1i000004MM8zEAG","Country","Educare Framework Ethiopia","a0i1i000006HaMvAAK",""
"a0Y1i00000OffDEEAZ","a0I1i000004MMAQEA4","Country","Educare Framework Tanzania","a0i1i000006HaN0AAK",""
"a0Y1i00000OffDJEAZ","a0I1i000004MM8rEAG","Country","Projet d’Appui à l'Entrepreneuriat des Jeunes déscolarisés","a0i1i000006HaN5AAK",""
"a0Y1i00000OffG3EAJ","a0I1i000004MMAFEA4","Country","Increase diabetes awareness and care in Somaliland","a0i1i000006HaP6AAK",""
"a0Y1i00000OffGDEAZ","a0I1i000004MM9tEAG","Country","WASH intervention in Maiduguri in Borno State","a0i1i000006HaPBAA0",""
"a0Y1i00000OffIiEAJ","a0I1i000004MM9tEAG","Country","Sustainable Health Practices for Children","a0i1i000006HaPaAAK",""
"a0Y1i00000OffInEAJ","a0I1i000004MMAcEAO","Country","Economic empowerment of rural women","a0i1i000006HaPfAAK",""
"a0Y1i00000OffJ2EAJ","a0I1i000004MM9rEAG","Country","Empodérate","a0i1i000006HaPkAAK",""
"a0Y1i00000OffQ8EAJ","a0I1i000004MMA7EAO","Country","Territory of mediation","a0i1i000006HaQnAAK",""
"a0Y1i00000OffQDEAZ","a0I1i000004MMA7EAO","Country","Supporting people","a0i1i000006HaQsAAK",""
"a0Y1i00000OffQIEAZ","a0I1i000004MMA7EAO","Country","I will be a worker","a0i1i000006HaQxAAK",""
"a0Y1i00000OffQxEAJ","a0I1i000004MMA7EAO","Country","Real life through the game","a0i1i000006HaR2AAK",""
"a0Y1i00000OffRSEAZ","a0I1i000004MM8WEAW","Country","CLEAR Step - Care Leave recommendations","a0i1i000006HaRMAA0",""
"a0Y1i00000OffRXEAZ","a0I1i000004MMA7EAO","Country","Together we are neighbors and friends!","a0i1i000006HaRRAA0",""
"a0Y1i00000OffRmEAJ","a0I1i000004MM8hEAG","Country","No child should be forced to work: Reducing Child labor in C.A.R","a0i1i000006HaRWAA0",""
"a0Y1i00000OffRrEAJ","a0I1i000004MMA7EAO","Country","Happiness to live in a family","a0i1i000006HaRbAAK",""
"a0Y1i00000OffRwEAJ","a0I1i000004MMA7EAO","Country","Challenging child is a problem of up-bringing","a0i1i000006HaRgAAK",""
"a0Y1i00000OfcO5EAJ","a0I1i000004MMAEEA4","Country","Damal Caafimaad","a0i1i000006HYxIAAW",""
"a0Y1i00000OfcQzEAJ","a0I1i000004MM9cEAG","Country","DRA Acute Crisis Mechanism - Madagascar Drought","a0i1i000006HZ1yAAG",""
"a0Y1i00000OfcU8EAJ","a0I1i000004MMAEEA4","Country","2022 Somalia Health and Nutrition Consortium SOS Mother and Child Health","a0i1i000006HZ2XAAW",""
"a0Y1i00000OvPgaEAF","a0I1i000004MM9mEAG","Country","Renforcer l’insertion professionnelle des femmes cheffes de familles","a0i1i000002idnQAAQ",""
"a0Y1i00000OvPoDEAV","a0I1i000007VW2IEAW","Programme Unit","Generaciones Sacúdete","a0i1i000002iX9MAAU",""
"a0Y1i00000OvPoIEAV","a0I1i000007VW2IEAW","Programme Unit","Generaciones Sacúdete - San Andrés y Providencia","a0i1i000002iX9RAAU",""
"a0Y1i00000OvPoNEAV","a0I1i000007VW2IEAW","Programme Unit","Fortalecimiento a la atención de NNA migrantes no acompañados o separados","a0i1i000002iYO3AAM",""
"a0Y1i00000OvPoSEAV","a0I1i000007VW2IEAW","Programme Unit","Juega, ríe, sueña","a0i1i000002i7A5AAI",""
"a0Y1i00000OvPoXEAV","a0I1i000004MM8lEAG","Country","Educación y protección NNA afectados por el conflicto armado pacifico Colombiano","a0i1i000002idv5AAA",""
"a0Y1i00000OvPvOEAV","a0I1i000004MM9WEAW","Country","Establishing two green houses in Kfarhay Village","a0i1i000002idysAAA",""
"a0Y1i00000OvPvTEAV","a0I1i000004MM9WEAW","Country","Establishing two green houses in Kfarhay Village","a0i1i000002idz7AAA",""
"a0Y1i00000OvPzuEAF","a0I1i000004MM8eEAG","Country","Sensibilisation en matière de SSR et de Prévention de la COVID-19-Mbyo et Dla","a0i1i000002ie9CAAQ",""
"a0Y1i00000OfaQxEAJ","a0I1i000004MM8cEAG","Country","Autonomisation des Filles Victimes de Traite et d'Exploitation","a0i1i000006HXqbAAG",""
"a0Y1i00000OfaR2EAJ","a0I1i000004MM8cEAG","Country","Ecole, Amie des Enfants, Amie des Filles!","a0i1i000006HXqgAAG",""
"a0Y1i00000OfaR7EAJ","a0I1i000004MM8cEAG","Country","Autonomisation Socio-économique des Femmes grâce au Digital (ASFD)","a0i1i000006HXqvAAG",""
"a0Y1i00000OfaRCEAZ","a0I1i000004MM8cEAG","Country","Projet d’Amélioration de la Santé Maternelle et Infantile (PASMI)","a0i1i000006HXr0AAG",""
"a0Y1i00000OfaTcEAJ","a0I1i000004MM8REAW","Country","Multi-country - Youth employability in EUCM: Belarus","a0i1i000006HXrZAAW",""
"a0Y1i00000OfaThEAJ","a0I1i000004MMAXEA4","Country","Multi-country - Youth employability in EUCM: Ukraine","a0i1i000006HXreAAG",""
"a0Y1i00000OfaTmEAJ","a0I1i000004MM9TEAW","Country","Multi-country - Youth employability in EUCM: Kyrgystan","a0i1i000006HXrjAAG",""
"a0Y1i00000OfaTrEAJ","a0I1i000004MM94EAG","Country","Multi-country - Youth employability in EUCM: Georgia","a0i1i000006HXroAAG",""
"a0Y1i00000OfaTwEAJ","a0I1i000004MMA7EAO","Country","Family Values – Part of Family Well-being","a0i1i000006HXrtAAG",""
"a0Y1i00000Ofd0kEAB","a0I1i000004MM9QEAW","Country","JAMII TEKELIZI PROGRAM","a0i1i000006HZIfAAO",""
"a0Y1i00000OvPzzEAF","a0I1i000004MM8eEAG","Country","Support for entrepreneurship and digital learning among vulnerable youth-Douala","a0i1i000002ie9HAAQ",""
"a0Y1i00000OvQ04EAF","a0I1i000004MM8eEAG","Country","Assistance d'urgence aux déplacés internes dans le Wouri et le Mungo","a0i1i000002ie9MAAQ",""
"a0Y1i00000OvQ09EAF","a0I1i000004MM8eEAG","Country","Projet d’appui à l’insertion professionnelle des jeunes à Mbalmayo et Douala","a0i1i000002ie9RAAQ",""
"a0Y1i00000OvQ0EEAV","a0I1i000004MM8eEAG","Country","Protection from Sexual Exploitation and Abuse in Mbalmayo","a0i1i000002ie9WAAQ",""
"a0Y1i00000OvQ0JEAV","a0I1i000004MM8eEAG","Country","Promotion de l’accès efficace et durable à l’eau potable et à l’énergie","a0i1i000002ie9bAAA",""
"a0Y1i00000OvQBHEA3","a0I1i000004MOYHEA4","Programme Unit","Reduction of practices and actions that negatively impact the  environment","a0i1i000002iWELAA2",""
"a0Y1i00000OvQBMEA3","a0I1i000004MM8zEAG","Country","Multi Country - DANIDA - strategic partnership SOS Ethiopia","a0i1i000002ieKtAAI",""
"a0Y1i00000OvQBSEA3","a0I1i000004MM9QEAW","Country","Multi Country - DANIDA - strategic partnership SOS Kenya","a0i1i000002ieL3AAI",""
"a0Y1i00000OvQBTEA3","a0I1i000004MMAQEA4","Country","Multi Country - DANIDA - strategic partnership SOS Zanzibar","a0i1i000002ieL4AAI",""
"a0Y1i00000OvQBWEA3","a0I1i000004MMAEEA4","Country","Multi Country - DANIDA - strategic partnership SOS Somaliland","a0i1i000002ieL8AAI",""
"a0Y1i00000OvQBXEA3","a0I1i000004MMAQEA4","Country","Multi Country - DANIDA - strategic partnership SOS Tanzania","a0i1i000002ieL9AAI",""
"a0Y1i00000OvQBbEAN","a0I1i000004MMA8EAO","Country","Multi Country - DANIDA - strategic partnership SOS Rwanda","a0i1i000002ieLIAAY",""
"a0Y1i00000OvQBgEAN","a0I1i000004MMAWEA4","Country","Multi Country - DANIDA - strategic partnership SOS Uganda","a0i1i000002ieLNAAY",""
"a0Y1i00000OvQBqEAN","a0I1i000004MLc4EAG","Country","E-Cubed Research Envelope - Zimbabwe","a0i1i000002ieN4AAI",""
"a0Y1i00000OvQCAEA3","a0I1i000004MM9tEAG","Country","E-Cubed Research Envelope - Nigeria","a0i1i000002iePyAAI",""
"a0Y1i00000OvQEQEA3","a0I1i000004MM9zEAG","Country","ER Gaza 2021","a0i1i000002ieTMAAY",""
"a0Y1i00000OvQJlEAN","a0I1i000004MM8zEAG","Country","FSP Keranyo, Ethiopia","a0i1i000002ieWQAAY",""
"a0Y1i00000OvQWkEAN","a0I1i000004MM8OEAW","Country","Strengthening Multi-stakeholder Partnerships: YouthCan! and GIZ","a0i1i000002ieq6AAA",""
"a0Y1i00000OvQXsEAN","a0I1i000004MM8mEAG","Country","YouthCan! Limón","a0i1i000002iesgAAA",""
"a0Y1i00000OfaU1EAJ","a0I1i000004MMA7EAO","Country","Uneasy Topic","a0i1i000006HXryAAG",""
"a0Y1i00000OfaULEAZ","a0I1i000004MM9AEAW","Country","Women’s Empowerment in Gabu II","a0i1i000006HXs8AAG",""
"a0Y1i00000OfagMEAR","a0I1i000004MM8bEAG","Country","Tech4All (Burundi)","a0i1i000006HXtuAAG",""
"a0Y1i00000OfagREAR","a0I1i000004MM9BEAW","Country","Thriving children free from child labor and post-disaster abuse","a0i1i000006HXu4AAG",""
"a0Y1i00000OfagbEAB","a0I1i000004MM8tEAG","Country","Profesionalización de las cuidadoras de atención directa","a0i1i000006HXvqAAG",""
"a0Y1i00000OfalCEAR","a0I1i000004MM8eEAG","Country","Appui à l'éducation et à l’accès aux sport et loisirs pour les enfants","a0i1i000006HXwFAAW",""
"a0Y1i00000OfalHEAR","a0I1i000004MM8eEAG","Country","Appui à l’accès à l’énergie solaire et à l’eau potable pour les populations de l","a0i1i000006HXwKAAW",""
"a0Y1i00000OfalMEAR","a0I1i000004MM8eEAG","Country","Promoting the right to water and sanitation in the community of Nkong-Si","a0i1i000006HXwPAAW",""
"a0Y1i00000OfanrEAB","a0I1i000004MMAeEAO","Country","Strengthening vulnerable families to prevent breakup, separation and abandonment","a0i1i000006HXx3AAG",""
"a0Y1i00000Ofaz9EAB","a0I1i000004MM9tEAG","Country","NHF: Integrated Protection and Essential Hygiene Promotion for Vulnerable","a0i1i000006HXzxAAG",""
"a0Y1i00000OfazEEAR","a0I1i000004MM9tEAG","Country","Nuffic: TMT Training to help combat human trafficking, by creating awareness","a0i1i000006HY0WAAW",""
"a0Y1i00000OfazJEAR","a0I1i000004MM9tEAG","Country","EU: EU Support to Democratic Governance in Nigeria (EU-SDGN) Programme Phase II","a0i1i000006HY0qAAG",""
"a0Y1i00000OfazTEAR","a0I1i000004MM9tEAG","Country","GCC: Support the mental health needs of youths ages 10 to 24 years in Nigeria.","a0i1i000006HY1AAAW",""
"a0Y1i00000OvQdMEAV","a0I1i000004MM8zEAG","Country","DANIDA Emergency Grant Fund - Ethiopia","a0i1i000002if6nAAA",""
"a0Y1i00000OvQdWEAV","a0I1i000004MMAEEA4","Country","DANIDA Emergency Grant Fund - Somalia","a0i1i000002if6sAAA",""
"a0Y1i00000OvQdbEAF","a0I1i000004MMAIEA4","Country","DANIDA Emergency Grant Fund - South Sudan","a0i1i000002if6xAAA",""
"a0Y1i00000OvQdlEAF","a0I1i000004MM8mEAG","Country","Puntos de cultura: AISOS","a0i1i000002if8FAAQ",""
"a0Y1i00000OvQdqEAF","a0I1i000004MM8mEAG","Country","Renovación Casa Esperanza","a0i1i000002if8jAAA",""
"a0Y1i00000OvQdvEAF","a0I1i000004MM8mEAG","Country","Fortalecimiento Familiar","a0i1i000002if8oAAA",""
"a0Y1i00000OvQe0EAF","a0I1i000004MM8mEAG","Country","Fortaleciendo los derechos digitales","a0i1i000002if8tAAA",""
"a0Y1i00000OvQe5EAF","a0I1i000004MM8mEAG","Country","Reconstruyendo el Tejido Social","a0i1i000002if8yAAA",""
"a0Y1i00000OvQgQEAV","a0I1i000004MMA8EAO","Country","Resilient young women of Rwanda, our leaders of tomorrow","a0i1i000002ifBYAAY",""
"a0Y1i00000OvQgVEAV","a0I1i000004MM8UEAW","Country","Combating Child Trafficking in Benin","a0i1i000002ifDtAAI",""
"a0Y1i00000OvQiqEAF","a0I1i000004MOCjEAO","Programme Unit","Venezuelan Refugee House of Opportunity","a0i1i000002i76wAAA",""
"a0Y1i00000OvQivEAF","a0I1i000004MOBoEAO","Programme Unit","Travessia","a0i1i000002i77GAAQ",""
"a0Y1i00000OvQlfEAF","a0I1i000004MM8YEAW","Country","SOS COVID-19","a0i1i000002ifJBAAY",""
"a0Y1i00000OvQlgEAF","a0I1i000004MOC8EAO","Programme Unit","SOS COVID-19","a0i1i000002ifJBAAY",""
"a0Y1i00000OvQq1EAF","a0I1i000004MM9tEAG","Country","EU: Towards conflict and climate resilience in Nigeria","a0i1i000002ifVtAAI",""
"a0Y1i00000OvQq6EAF","a0I1i000004MM8vEAG","Country","Cuidando los Sueños de las Niñas","a0i1i000002ifXpAAI",""
"a0Y1i00000OvQsMEAV","a0I1i000004MM9BEAW","Country","Projet d’accompagnement aux femmes haïtiennes","a0i1i000002ifYTAAY",""
"a0Y1i00000OvQslEAF","a0I1i000004MM8tEAG","Country","Response to USAID Ecuador's New Partnerships and Private Sector Participation","a0i1i000002ifeWAAQ",""
"a0Y1i00000OvQsqEAF","a0I1i000004MM8tEAG","Country","Dream Lab-Pedernales","a0i1i000002ifebAAA",""
"a0Y1i00000OfazUEAR","a0I1i000004MM9tEAG","Country","Box Impact: Transforming of child welfare projects through digitalization.","a0i1i000006HY1BAAW",""
"a0Y1i00000OfazYEAR","a0I1i000004MM9tEAG","Country","WPHF: Rapid Response Window on women’s participation in peace processe","a0i1i000006HY1UAAW",""
"a0Y1i00000OfazsEAB","a0I1i000004MM9zEAG","Country","Economic Empowerment Toward Resilient Communities Gaza Strip.","a0i1i000006HY7kAAG",""
"a0Y1i00000Ofb4nEAB","a0I1i000004MM8vEAG","Country","Jóvenes a una sola voz","a0i1i000006HYBdAAO",""
"a0Y1i00000Ofb4sEAB","a0I1i000004MM8VEAW","Country","Strengthening vulnerable families in the Municipality of Cochabamba","a0i1i000006HYBiAAO",""
"a0Y1i00000Ofb57EAB","a0I1i000004MM8tEAG","Country","2022.-Protección integral y acompañamiento a adolescentes migrantes","a0i1i000006HYBnAAO",""
"a0Y1i00000Ofb5CEAR","a0I1i000004MM8tEAG","Country","2022.-Profesionalización de las cuidadoras de atención directa","a0i1i000006HYBsAAO",""
"a0Y1i00000Ofb5REAR","a0I1i000004MM97EAG","Country","Supporting vulnerable families at risk of separation in Greece","a0i1i000006HYBxAAO",""
"a0Y1i00000Ofb7wEAB","a0I1i000004MM9tEAG","Country","To Build Capacity  For 500 Youth  In Edo State","a0i1i000006HYDIAA4",""
"a0Y1i00000Ofb9TEAR","a0I1i000007VW2IEAW","Programme Unit","Education in Emergencies Akelius Project","a0i1i000002igLDAAY",""
"a0Y1i00000OfdBiEAJ","a0I1i000004MM9rEAG","Country","Crezco en Familia y Comunidad, con amor, respeto y seguridad","a0i1i000006HZLPAA4",""
"a0Y1i00000OfdCCEAZ","a0I1i000004MM8vEAG","Country","Apoyo a alternativas de cuidado basados en la comunidad y familia para la niñez","a0i1i000006HZLeAAO",""
"a0Y1i00000OfdEcEAJ","a0I1i000004MM9REAW","Country","PRIDE","a0i1i000006HZM3AAO",""
"a0Y1i00000OfdN0EAJ","a0I1i000004MM9mEAG","Country","Empowering women and youth living in underprivileged conditions in Morocco","a0i1i000006HZgIAAW",""
"a0Y1i00000OfdPGEAZ","a0I1i000004MM98EAG","Country","SOS mujeres emprendedoras","a0i1i000006HZghAAG",""
"a0Y1i00000OfdPLEAZ","a0I1i000004MM98EAG","Country","SOS Salud Mental para Adolescentes y Jóvenes como Un Derecho Humano","a0i1i000006HZgmAAG",""
"a0Y1i00000OfdcZEAR","a0I1i000004MMAWEA4","Country","ReBuild III","a0i1i000006HZnTAAW",""
"a0Y1i00000OvQuwEAF","a0I1i000004MM96EAG","Country","Sagnarigu Women's Empowerment Project (SWEP).","a0i1i000002ifg3AAA",""
"a0Y1i00000OvQv6EAF","a0I1i000004MM8vEAG","Country","SURF 4 PEACE: Sport, Unity, Resilience and Freedom for the Peace","a0i1i000002iflIAAQ",""
"a0Y1i00000OvQxREAV","a0I1i000004MMAfEAO","Country","Integrated Community Action to Restore the Environment (I-CARE) Project","a0i1i000002ifnTAAQ",""
"a0Y1i00000OvQxWEAV","a0I1i000004MOQAEA4","Programme Unit","ProDIGI Demo Project - IPD Framework 2019-2023","a0i1i000002iXQ8AAM",""
"a0Y1i00000OvQxbEAF","a0I1i000004MOgEEAW","Programme Unit","ProDIGI Demo Project - IPD Framework 2019-2023","a0i1i000002iXQ8AAM",""
"a0Y1i00000OvR01EAF","a0I1i000004MM8zEAG","Country","Sexual and Reproductive Health Services  Project in ETH","a0i1i000002ifqwAAA",""
"a0Y1i00000OvR0QEAV","a0I1i000004MM9iEAG","Country","GBR ESTADO DE CHIAPAS. PROGRAMA INTEGRAL","a0i1i000002ifsxAAA",""
"a0Y1i00000OvR0VEAV","a0I1i000004MOVNEA4","Programme Unit","GBR ESTADO DE CHIAPAS. PROGRAMA INTEGRAL","a0i1i000002ifsxAAA",""
"a0Y1i00000OvR0aEAF","a0I1i000004MOVqEAO","Programme Unit","GBR ESTADO DE CHIAPAS. PROGRAMA INTEGRAL","a0i1i000002ifsxAAA",""
"a0Y1i00000OvR0bEAF","a0I1i000004MOVpEAO","Programme Unit","GBR ESTADO DE CHIAPAS. PROGRAMA INTEGRAL","a0i1i000002ifsxAAA",""
"a0Y1i00000OvR0cEAF","a0I1i000004MOVaEAO","Programme Unit","GBR ESTADO DE CHIAPAS. PROGRAMA INTEGRAL","a0i1i000002ifsxAAA",""
"a0Y1i00000OvR0fEAF","a0I1i000004MOVVEA4","Programme Unit","GBR ESTADO DE CHIAPAS. PROGRAMA INTEGRAL","a0i1i000002ifsxAAA",""
"a0Y1i00000OvR0kEAF","a0I1i000004MOVjEAO","Programme Unit","GBR ESTADO DE CHIAPAS. PROGRAMA INTEGRAL","a0i1i000002ifsxAAA",""
"a0Y1i00000OvR0pEAF","a0I1i000004MM9iEAG","Country","ACOGIMIENTO TEMPORAL A FAMILIAS EN TIJUANA Y NN EN COMITÁN","a0i1i000002ift2AAA",""
"a0Y1i00000OvR0qEAF","a0I1i000004MOVaEAO","Programme Unit","ACOGIMIENTO TEMPORAL A FAMILIAS EN TIJUANA Y NN EN COMITÁN","a0i1i000002ift2AAA",""
"a0Y1i00000OvR0uEAF","a0I1i000004MOVuEAO","Programme Unit","ACOGIMIENTO TEMPORAL A FAMILIAS EN TIJUANA Y NN EN COMITÁN","a0i1i000002ift2AAA",""
"a0Y1i00000OvR7gEAF","a0I1i000004MM9iEAG","Country","CUIDADOS ALTERNATIVOS A NNA MIGRANTES NO ACOMPAÑADOS","a0i1i000002ifzUAAQ",""
"a0Y1i00000OvR7lEAF","a0I1i000004MOVNEA4","Programme Unit","CUIDADOS ALTERNATIVOS A NNA MIGRANTES NO ACOMPAÑADOS","a0i1i000002ifzUAAQ",""
"a0Y1i00000OvRA1EAN","a0I1i000004MM9TEAW","Country","#YouAreNotAlone!!!","a0i1i000002ig1fAAA",""
"a0Y1i00000OvRABEA3","a0I1i000004MM9iEAG","Country","CUIDADOS ALTERNATIVOS EN MODELO ABIERTO NNA MIGRANTES NO ACOMPAÑADOS","a0i1i000002ig3vAAA",""
"a0Y1i00000OvRAGEA3","a0I1i000004MOVNEA4","Programme Unit","CUIDADOS ALTERNATIVOS EN MODELO ABIERTO NNA MIGRANTES NO ACOMPAÑADOS","a0i1i000002ig3vAAA",""
"a0Y1i00000OvRCbEAN","a0I1i000004MM9fEAG","Country","IMAJ – Innovation pour une Meilleure Autonomie des Jeunes","a0i1i000002i5EnAAI",""
"a0Y1i00000OvRHCEA3","a0I1i000004MM9VEAW","Country","Loving family for every child","a0i1i000002igKyAAI",""
"a0Y1i00000OfbA7EAJ","a0I1i000004MM8lEAG","Country","Tejiendo relaciones democráticas en las familias del Territorio Ancestral indíge","a0i1i000006HYDhAAO",""
"a0Y1i00000OvRHHEA3","a0I1i000004MM8lEAG","Country","Education in Emergencies Akelius Project","a0i1i000002igLDAAY",""
"a0Y1i00000OvRPzEAN","a0I1i000004MMAEEA4","Country","Emergency response CfP AICS 2021","a0i1i000002igUFAAY",""
"a0Y1i00000OvRQTEA3","a0I1i000004MM9VEAW","Country","Support for guardian families and children to overcome consequences of COVID-19","a0i1i000002igVXAAY",""
"a0Y1i00000OvRQiEAN","a0I1i000004MM9hEAG","Country","Standard Chartered Foundation - Youth Empowerment and employability","a0i1i000002igVhAAI",""
"a0Y1i00000OvRQnEAN","a0I1i000004MM9hEAG","Country","UEFA 2021 call for projects","a0i1i000002igVmAAI",""
"a0Y1i00000OvRVOEA3","a0I1i000004MM8bEAG","Country","Projet d’Appui à l'entrepreneuriat féminin au Burundi","a0i1i000002igYRAAY",""
"a0Y1i00000OvRW2EAN","a0I1i000004MMA0EAO","Country","Medidas de cuidado alternativo para Niñez y Adolescencia en Front -Unicef Darien","a0i1i000002igbfAAA",""
"a0Y1i00000OvRYSEA3","a0I1i000004MMAEEA4","Country","Climate Smart Project","a0i1i000002igcJAAQ",""
"a0Y1i00000OvRf4EAF","a0I1i000004MMAfEAO","Country","ReCLAIM","a0i1i000002i5GFAAY",""
"a0Y1i00000OvRfEEAV","a0I1i000004MM90EAG","Country","Ylitse - MentorApp","a0i1i000002i7BIAAY",""
"a0Y1i00000OvRkJEAV","a0I1i000004MM9nEAG","Country","UKIMI (Caring for life) Promot. ment. health for child. and keeping child. safe","a0i1i000002ih9PAAQ",""
"a0Y1i00000OvRkdEAF","a0I1i000004MOItEAO","Programme Unit","Modalidades alternativas de cuidado familiar para hijas/os privados de libertad","a0i1i000002i5UXAAY",""
"a0Y1i00000OvRkiEAF","a0I1i000004MM8lEAG","Country","Fortalecimiento de las capacidades de las mujeres, sus organizaciones y redes","a0i1i000002ihFBAAY",""
"a0Y1i00000OvRkjEAF","a0I1i000004MM8lEAG","Country","Protección de NNA y madres gestantes y lactantes afectados por la crisis migrato","a0i1i000002ihFCAAY",""
"a0Y1i00000OvRnNEAV","a0I1i000004MM8vEAG","Country","RE-LIVE: Recovery of Livelihoods for Girls, Women and LGTBI+ Persons","a0i1i000002ihKkAAI",""
"a0Y1i00000OvRpOEAV","a0I1i000004MM8lEAG","Country","Creación de entornos protectores para niños y niñas en providencia - huertas com","a0i1i000002ihRgAAI",""
"a0Y1i00000OvRpTEAV","a0I1i000007VW2IEAW","Programme Unit","Creación de entornos protectores para niños y niñas en providencia - huertas com","a0i1i000002ihRgAAI",""
"a0Y7T000000Zk5nUAC","a0I1i000004MM9QEAW","Country","Assessing the efficacy of play and technology in early years in enhancing qualit","a0i7T000000HOS5QAO",""
"a0Y7T000000p2WKUAY","a0I1i000004MM8WEAW","Country","Employability and Jobs of the Future Sarajevo","a0i7T000000xGITQA2",""
"a0Y7T000000ZmSjUAK","a0I7T000001dQEDUA2","Programme Unit","Youth Empowerment","a0i1i000006XpFSAA0",""
"a0Y1i00000PsMbZEAV","a0I1i000004MM9QEAW","Country","CIHEB Entrached project","a0i1i000006XuaBAAS",""
"a0Y7T000000ZpyyUAC","a0I1i000004MM8cEAG","Country","Y'ello Girlz","a0i7T000000HcYfQAK",""
"a0Y7T000000p27yUAA","a0I1i000004MM9cEAG","Country","Comités de femmes locales résilientes et messagères de paix dans à Madagascar","a0i7T000000xF5mQAE",""
